,id,brand,name,price,price_sign,currency,image_link,product_link,website_link,description,rating,category,product_type,tag_list,created_at,updated_at,product_api_url,api_featured_image,product_colors
20,771,clinique,CliniqueFIT™  Lip + Cheek Flush,23.0,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_K5GX01_181x209.png,https://www.clinique.com/product/1593/50978/makeup/blushers/cliniquefittm-lip-cheek-flush,https://www.clinique.com,It’s like a post-workout glow without the workout. Sheer gel adds a healthy-looking touch of colour to lips and cheeks. Fade resistant. Oil-free.,,,blush,[],2017-12-23T16:36:59.707Z,2017-12-23T23:43:23.354Z,http://makeup-api.herokuapp.com/api/v1/products/771.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/771/original/data?1514072603,"[{'hex_value': '#C82062', 'colour_name': 'Pink in Motion'}]"
21,687,dior,Diorskin Rosy Glow,32.0,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0715100.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/face/blush/pr-blush-y0715100_f071510001-healthy-glow-booster-blush.html,https://www.dior.com,"Rosy Glow reacts to the moisture in the skin to bring a delicate flush of colour to the cheeks. The fresh and luminous color upon application develops into a rosy blush to suit each individual complexion for an incredibly natural, custom healthy glow that lasts all day.",,,blush,[],2017-12-03T23:22:37.243Z,2017-12-23T20:58:49.221Z,http://makeup-api.herokuapp.com/api/v1/products/687.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/687/original/open-uri20171223-4-vrtkii?1514062729,"[{'hex_value': '#F1C0D7', 'colour_name': '001 Petal'}]"
22,686,dior,DIORBLUSH PRECIOUS ROCKS - Christmas 2017 Limited Edition,0.0,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0715928_F071592864.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/look-exclusives/precious-rocks-collection/pr-preciousrockslook-y0715928_f071592864-vibrant-colour-powderblush.html,https://www.dior.com,"The new limited-edition Diorblush showcases every facet of the Precious Rocks collection. Printed with a prismatic motif that reflects that of a precious stone, its sheer, peach colour blends seamlessly with your skin to deliver a fresh, crystal-clear complexion.",,,blush,[],2017-12-03T23:22:36.467Z,2017-12-23T20:58:48.998Z,http://makeup-api.herokuapp.com/api/v1/products/686.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/686/original/open-uri20171223-4-msf54n?1514062728,"[{'hex_value': '#EF8687', 'colour_name': '864 Precious Rocks'}]"
23,685,dior,Diorblush Sculpt,32.5,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0716250.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/face/blush/pr-blush-y0716250_f071625001-professional-contouring-powder-blush.html,https://www.dior.com,"The first contouring blush by Dior, Diorblush Sculpt allows you to easily redefine the face’s structure and volumes with the precision of a makeup artist thanks to its two contrasting shades.",,,blush,[],2017-12-03T23:22:35.267Z,2017-12-23T20:58:48.814Z,http://makeup-api.herokuapp.com/api/v1/products/685.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/685/original/open-uri20171223-4-1p1tlsw?1514062728,"[{'hex_value': '#DA9A8E', 'colour_name': '001 Pink Shape'}, {'hex_value': '#D6A086', 'colour_name': '002 Coral Shape'}, {'hex_value': '#D3A895', 'colour_name': '003 Beige Contour'}, {'hex_value': '#C69E8A', 'colour_name': '004 Brown Contour'}]"
24,684,dior,Diorblush,32.5,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0715255.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/face/blush/pr-blush-y0715255_f071525556-vibrant-colour-powder-blush.html,https://www.dior.com,The iconic blush from the House of Dior: the new colour accessory for face makeup with style.,,,blush,[],2017-12-03T23:22:32.065Z,2017-12-23T20:58:48.374Z,http://makeup-api.herokuapp.com/api/v1/products/684.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/684/original/open-uri20171223-4-14490w0?1514062728,"[{'hex_value': '#EA8166', 'colour_name': '556 Amber Show'}, {'hex_value': '#E17D70', 'colour_name': '553 Cocktail Peach'}, {'hex_value': '#AB6F70', 'colour_name': '566 Brown Milly'}, {'hex_value': '#EF7A5B', 'colour_name': '586 Orange Riviera'}, {'hex_value': '#ED7167', 'colour_name': '676 Coral Cruise'}, {'hex_value': '#E6A397', 'colour_name': '746 Beige Nude'}, {'hex_value': '#EB8881', 'colour_name': '756 Rose Chérie'}, {'hex_value': '#F09BA1', 'colour_name': '829 Miss Pink'}, {'hex_value': '#C17E6A', 'colour_name': '849 Mimi Bronze'}, {'hex_value': '#EB81A5', 'colour_name': '861 Rose Darling'}, {'hex_value': '#EF7B88', 'colour_name': '876 Happy Cherry'}, {'hex_value': '#EB5E6D', 'colour_name': '889 New Red'}, {'hex_value': '#EB5C54', 'colour_name': '896 Redissimo'}, {'hex_value': '#D88D8C', 'colour_name': '939 Rose Libertine'}]"
25,671,dior,Cheek & Lip Glow,27.5,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0880550_112016.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/backstage-pros/lips/pr-lipspros-y0880550_f088055001-instant-blushing-rosy-tint.html,https://www.dior.com,Dior creates its first cheek and lip blush to create a flush of pink on the skin.,,,blush,[],2017-12-03T23:22:11.460Z,2017-12-23T20:58:49.448Z,http://makeup-api.herokuapp.com/api/v1/products/671.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/671/original/open-uri20171223-4-4vqvon?1514062729,"[{'hex_value': '#E1000F', 'colour_name': '001'}]"
26,654,iman,Luxury Blushing Powder Posh,,,,http://imancosmetics.com/resources/uploads/product_colors/786cee296437aad03a74bba37a11f2a2.jpg,http://imancosmetics.com/shop/products/face/blush/posh,http://imancosmetics.com/,"0.11oz (3g) Silky powder blush that provides true color with a natural looking, long-lasting finish. Made in China. ",,powder,blush,[],2016-10-03T14:05:36.814Z,2017-12-23T21:08:03.598Z,http://makeup-api.herokuapp.com/api/v1/products/654.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/654/original/open-uri20171223-4-zp7vbi?1514063283,"[{'hex_value': '#d55c67', 'colour_name': 'Posh'}, {'hex_value': '#ad444a', 'colour_name': 'Peace'}, {'hex_value': '#e38069', 'colour_name': 'Allure'}, {'hex_value': '#b06037', 'colour_name': 'Sunlit Copper'}, {'hex_value': '#6e3b18', 'colour_name': 'Sable'}]"
27,559,smashbox,O-Glow ,29.0,,,https://www.smashbox.com/media/images/products/388x396/sbx_sku_35746_388x396_0.jpg,http://www.smashbox.com/product/17652/17772/Lips-Cheek/Blush/O-Glow,http://www.smashbox.com/,"Experience instant chemistry as your complexion is transformed from so-so to oh-so-glowing! The clear gel in this intuitive formula reacts with your personal skin chemistry to turn cheeks the color you blush in just seconds! O-GLOW works on every skin tone, from the lightest to the darkest, to give everyone a customized flush of color.  Revolutionary silicone-based clear gel is easy to blend Glides on smoothly for a healthy, glowing blush that’s you, only better Fragrance-free Apply on bare skin or over makeup. Watch the reaction as cheeks turn rosy, for a gorgeous blush!
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance, Talc & Alcohol.INGREDIENTS: CYCLOPENTASILOXANE , DIMETHICONE CROSSPOLYMER , ISONONYL ISONONANOATE , CARTHAMUS TINCTORIUS (SAFFLOWER) SEED OIL , PUNICA GRANATUM (POMEGRANATE) SEED OIL , GINKGO BILOBA LEAF EXTRACT , LYCIUM BARBARUM FRUIT EXTRACT , PLANKTON EXTRACT , CAPRYLIC/CAPRIC TRIGLYCERIDE , POLYSILICONE-11 , TETRAHEXYLDECYL ASCORBATE , [+/- RED 27 (CI 45410)]
                <ILNILN38943>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Experience instant chemistry as your complexion is transformed from so-so to oh-so-glowing! The clear gel in this intuitive formula reacts with your personal skin chemistry to turn cheeks the color you blush in just seconds! O-GLOW works on every skin tone, from the lightest to the darkest, to give everyone a customized flush of color.  Revolutionary silicone-based clear gel is easy to blend Glides on smoothly for a healthy, glowing blush that’s you, only better Fragrance-free Apply on bare skin or over makeup. Watch the reaction as cheeks turn rosy, for a gorgeous blush!
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance, Talc & Alcohol.INGREDIENTS: CYCLOPENTASILOXANE , DIMETHICONE CROSSPOLYMER , ISONONYL ISONONANOATE , CARTHAMUS TINCTORIUS (SAFFLOWER) SEED OIL , PUNICA GRANATUM (POMEGRANATE) SEED OIL , GINKGO BILOBA LEAF EXTRACT , LYCIUM BARBARUM FRUIT EXTRACT , PLANKTON EXTRACT , CAPRYLIC/CAPRIC TRIGLYCERIDE , POLYSILICONE-11 , TETRAHEXYLDECYL ASCORBATE , [+/- RED 27 (CI 45410)]
                <ILNILN38943>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            ",,,blush,[],2016-10-02T01:33:01.505Z,2017-12-23T20:49:20.484Z,http://makeup-api.herokuapp.com/api/v1/products/559.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/559/original/data?1514062160,[]
28,557,smashbox,L.A. Lights Palette,35.0,,,https://www.smashbox.com/media/images/products/388x396/sbx_sku_69716_388x396_0.jpg,http://www.smashbox.com/product/17652/40409/Lips-Cheek/Blush/LA-Lights-Palette/New,http://www.smashbox.com/,"Pros in our L.A. photo studio bring the sun to the set with this ultra-flattering palette. Two tonal shades of long-wearing, richly pigmented blush team up with a perfectly curated highlighter to recreate naturally diffused light, leaving you with a radiant, lit-from-within West Coast glow. Make the most of your face shape while you adjust rosiness to match any look, occasion or season.""Blush isn’t just about color. I can use this palette to achieve that ultra-flattering L.A. glow and to subtly redefine a face shape"" - Lori Taylor Davis, Global Pro Lead Artist Long wearing, rich blush shades stay true all day Curated highlighter complements blush tones Includes #SHAPEMATTERS how-to’s & tricks with pro tips for 5 different face shapes 
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Oil & Fragrance.Blush - Rich Pink, True PinkINGREDIENTS: Talc, Zea Mays (Corn) Starch, Dimethicone, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Octyldodecanol, Alumina, Hydroxyapatite, Silica, Polyisoprene, Boron Nitride, Tetrasodium EDTA, BHT, Potassium Sorbate, Chlorphenesin, [+/- Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Carmine (CI 75470), Chromium Hydroxide Green (CI 77289), Chromium Oxide Greens (CI 77288), Ferric Ammonium Ferrocyanide (CI 77510), Ferric Ferrocyanide (CI 77510), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 30 Lake (CI 73360), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140)]Highlighter - Highlight PinkINGREDIENTS: Talc, Octyldodecyl Stearoyl Stearate, Dimethicone, Zinc Stearate, Nylon-12, Octyldodecanol, Silica, Tin Oxide, Tetrasodium EDTA, Potassium Sorbate, Chlorphenesin, [+/- Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Carmine (CI 75470), Chromium Hydroxide Green (CI 77289), Chromium Oxide Greens (CI 77288), Ferric Ammonium Ferrocyanide (CI 77510), Ferric Ferrocyanide (CI 77510), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 7 (CI 15850), Red 30 (CI 73360), Red 7 Lake (CI 15850), Red 30 Lake (CI 73360), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)]
                <ILNILN41359, ILN42449>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Pros in our L.A. photo studio bring the sun to the set with this ultra-flattering palette. Two tonal shades of long-wearing, richly pigmented blush team up with a perfectly curated highlighter to recreate naturally diffused light, leaving you with a radiant, lit-from-within West Coast glow. Make the most of your face shape while you adjust rosiness to match any look, occasion or season.""Blush isn’t just about color. I can use this palette to achieve that ultra-flattering L.A. glow and to subtly redefine a face shape"" - Lori Taylor Davis, Global Pro Lead Artist Long wearing, rich blush shades stay true all day Curated highlighter complements blush tones Includes #SHAPEMATTERS how-to’s & tricks with pro tips for 5 different face shapes 
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Oil & Fragrance.Blush - Rich Pink, True PinkINGREDIENTS: Talc, Zea Mays (Corn) Starch, Dimethicone, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Octyldodecanol, Alumina, Hydroxyapatite, Silica, Polyisoprene, Boron Nitride, Tetrasodium EDTA, BHT, Potassium Sorbate, Chlorphenesin, [+/- Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Carmine (CI 75470), Chromium Hydroxide Green (CI 77289), Chromium Oxide Greens (CI 77288), Ferric Ammonium Ferrocyanide (CI 77510), Ferric Ferrocyanide (CI 77510), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 30 Lake (CI 73360), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140)]Highlighter - Highlight PinkINGREDIENTS: Talc, Octyldodecyl Stearoyl Stearate, Dimethicone, Zinc Stearate, Nylon-12, Octyldodecanol, Silica, Tin Oxide, Tetrasodium EDTA, Potassium Sorbate, Chlorphenesin, [+/- Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Carmine (CI 75470), Chromium Hydroxide Green (CI 77289), Chromium Oxide Greens (CI 77288), Ferric Ammonium Ferrocyanide (CI 77510), Ferric Ferrocyanide (CI 77510), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 7 (CI 15850), Red 30 (CI 73360), Red 7 Lake (CI 15850), Red 30 Lake (CI 73360), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)]
                <ILNILN41359, ILN42449>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            ",,,blush,[],2016-10-02T01:33:01.117Z,2017-12-23T20:49:20.025Z,http://makeup-api.herokuapp.com/api/v1/products/557.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/557/original/data?1514062159,[]
29,520,smashbox,L.A. Lights Cheek & Lip Color,29.0,,,https://www.smashbox.com/media/images/products/388x396/sbx_sku_61630_388x396_0.jpg,http://www.smashbox.com/product/17652/34879/Lips-Cheek/Blush/LA-Lights-Cheek-Lip-Color/NEW,http://www.smashbox.com/,"Get the ultimate West Coast glow—in a stick! From Santa Monica to Sunset Boulevard, our latest innovation in illumination is inspired by the magic light of L.A. This multipurpose color for lips and cheeks can be increased from a subtle sheen to a full-on flush. The lightweight, creamy formula looks and feels as natural as your own skin.Want a strobing effect? Try Hollywood & Highlight!Apply to face, lips and/or cheeks for a beautifully illuminated veil of natural color. Blend with the included buffing sponge.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Silicone, Oil, Fragrance & Talc.INGREDIENTS: DIISOSTEARYL MALATE , OCTYLDODECANOL , POLYGLYCERYL-3 DIISOSTEARATE , POLYETHYLENE , MICROCRYSTALLINE WAX\CERA MICROCRISTALLINA\CIRE MICROCRISTALLINE , DICALCIUM PHOSPHATE , TIN OXIDE , PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , MANGANESE VIOLET (CI 77742) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN41464>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Get the ultimate West Coast glow—in a stick! From Santa Monica to Sunset Boulevard, our latest innovation in illumination is inspired by the magic light of L.A. This multipurpose color for lips and cheeks can be increased from a subtle sheen to a full-on flush. The lightweight, creamy formula looks and feels as natural as your own skin.Want a strobing effect? Try Hollywood & Highlight!Apply to face, lips and/or cheeks for a beautifully illuminated veil of natural color. Blend with the included buffing sponge.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Silicone, Oil, Fragrance & Talc.INGREDIENTS: DIISOSTEARYL MALATE , OCTYLDODECANOL , POLYGLYCERYL-3 DIISOSTEARATE , POLYETHYLENE , MICROCRYSTALLINE WAX\CERA MICROCRISTALLINA\CIRE MICROCRISTALLINE , DICALCIUM PHOSPHATE , TIN OXIDE , PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , MANGANESE VIOLET (CI 77742) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN41464>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            ",,,blush,[],2016-10-02T01:32:53.657Z,2017-12-23T20:49:20.286Z,http://makeup-api.herokuapp.com/api/v1/products/520.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/520/original/data?1514062160,"[{'hex_value': '#f7e2d4', 'colour_name': 'HOLLYWOOD & HIGHLIGHT'}, {'hex_value': '#e59395', 'colour_name': 'BEVERLY HILLS BLUSH'}, {'hex_value': '#d6887f', 'colour_name': 'MULHOLLAND MAUVE'}, {'hex_value': '#d37a6a', 'colour_name': 'SILVER LAKE SUNSET'}, {'hex_value': '#fa7971', 'colour_name': 'LAUREL CANYON CORAL'}, {'hex_value': '#ff5d66', 'colour_name': 'ECHO PARK PINK'}, {'hex_value': '#f33fa8', 'colour_name': 'FAIRFAX FUCHSIA'}, {'hex_value': '#942b38', 'colour_name': 'SUNSET & WINE'}]"
30,475,,Fake Bake Blush Legal Sunburn,15.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/a20f3622d08d7b87492ca0af0319bf73_ra,w158,h184_pa,w158,h184.jpg",https://well.ca/products/fake-bake-blush-legal-sunburn_103989.html,https://well.ca,"Give your cheeks a sun kissed glow with Fake Bake Blush in Legal Sunburn. Paraben Free. Brush the powder blush over your cheeks, nose, and brow arches, and instantly wake up a tired or pale face.
The naturally derived red and pink hues give you a fresh, sexy color-minus the skin damage.Ingredients: Mica, Talc, Nylon-12, Ethylhexyl Palmitate, Parafinum Liquidum, Petrolatum, Kaolin, Magnesium Stearate, Tocopheryl Acetate, Caprylic/Capric, Triglyceride, Silica, Phenoxyethanol, Proctone Olamine, [may contain ( +/-): C!75470, CI77891, CI77499, CI45410:2, CI77492, CI19140:1]",5.0,powder,blush,[],2016-10-01T18:35:36.689Z,2017-12-23T21:08:47.614Z,http://makeup-api.herokuapp.com/api/v1/products/475.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/475/original/data?1514063327,[]
31,474,nyx,NYX Ombre Blush,12.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/e91bc936934a3e027f3e8e38f819c15a_ra,w158,h184_pa,w158,h184.jpg",https://well.ca/products/nyx-ombre-blush_118021.html,https://well.ca,NYX Ombre Blush is a new gradient blush inspired by the ombre trend.  This must-have formula features two silky colours blended into one perfectly coordinated shade combo.Featured Colours:Blue Toned Pink & Bright Yellow Toned Pink,,powder,blush,[],2016-10-01T18:35:35.383Z,2017-12-23T21:08:47.845Z,http://makeup-api.herokuapp.com/api/v1/products/474.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/474/original/data?1514063327,[]
32,473,covergirl,CoverGirl truBLEND Blush in Light Rose,13.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/0b8787d62ced45700c0693b869645542_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/covergirl-trublend-blush-in-light_112758.html,https://well.ca,"Never stop blushing with CoverGirl New truBLEND blush! Features:New marbled baked formulaUltra-blendable and delivers a beautiful, multi-toned result Designed to fit light, medium and deep skin tones alikeHow to Apply: Step 1: Lightly dip brush into blush, then tap or blow off excess powder. Step 2: Next, sweep the blush over and under your cheekbone to create a beautiful, rosy looking flush. ",,powder,blush,[],2016-10-01T18:35:34.299Z,2017-12-23T21:08:47.473Z,http://makeup-api.herokuapp.com/api/v1/products/473.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/473/original/open-uri20171223-4-11ptefh?1514063327,[]
33,472,cargo cosmetics,Cargo Cosmetics HD Picture Perfect Blush Highlighter,32.0,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/c976f8b3aabe8368fdc673e556159a13_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/cargo-cosmetics-hd-picture-perfect_87679.html,https://well.ca,"Cargo Cosmetics HD Picture Perfect Blush Highlighter was created for high-definition filming to provide picture-perfect 
results while looking completely natural.The Cargo HD 
Blush/Highlighter is a universally flattering shade of blush with a 
velvety formula that adjusts with ambient lighting, providing a natural 
finish day or night..  
Features:
Photochromatic pigments adjust with the lighting so that you have a natural looking make-up no matter what the settingUltra-fine micronized minerals fill the look of fine lines and reduce the appearance of imperfectionsShade Range: Application: For a natural application of color apply to the apples of the cheeks and long the cheekbones using a large fluffy blush brushTo highlight and enhance the cheekbones use a small blush brush or sculpting brush along the upper edges of the cheekbonesIngredients: Talc, Nylon-12, Octyldodecyl Stearoyl Stearate, Silica, Zinc Stearate, Caprylyl Glycol, Silver Oxide May Contain (+/-): Mica (CI 77019), Titanium Dioxide (CI 77891), Manganese Violet (CI 77742), Iron Oxides (CI 77491), Ultramarines (CI 77007).
",,powder,blush,[],2016-10-01T18:35:33.157Z,2017-12-23T21:08:47.343Z,http://makeup-api.herokuapp.com/api/v1/products/472.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/472/original/data?1514063327,"[{'hex_value': '#FFAE83', 'colour_name': 'Peach '}, {'hex_value': '#E8A78B', 'colour_name': 'Pink '}]"
34,469,,Saint Cosmetics Blush,28.96,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/ed6e230c6394a3c6d1904fcd02a4ae3a_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/saint-cosmetics-blush_116825.html,https://well.ca,"Create naturally flushed looking cheeks with Saint Cosmetics' blush formulations. Designed to be worn alone or layered for more depth.Features: An ultra-blendable blush with a long-lasting formulaSilky smooth finishCreates a multi-dimensional lookMade in Canada from naturally derived ingredientsChemical Free, Vegan, Gluten Free",,powder,blush,"['Natural', 'Vegan', 'Gluten Free', 'Canadian']",2016-10-01T18:35:28.524Z,2017-12-23T21:08:42.899Z,http://makeup-api.herokuapp.com/api/v1/products/469.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/469/original/open-uri20171223-4-i60yfu?1514063322,"[{'hex_value': '#F591A6', 'colour_name': 'Cheeky Cherub '}, {'hex_value': '#E88C90', 'colour_name': 'Get Me To The Alter '}, {'hex_value': '#EE8581', 'colour_name': 'Luv Me Gently '}, {'hex_value': '#C7797B', 'colour_name': 'Passionate Plum '}, {'hex_value': '#EC8389', 'colour_name': 'Peaching To The Choir '}]"
35,468,maybelline,Maybelline Face Studio Master Hi-Light Light Booster Blush,14.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/4621032a92cb428ad640c105b944b39c_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-face-studio-master_88831.html,https://well.ca,"Maybelline Face Studio Master Hi-Light Light Boosting blush formula has an expert 
balance of shade + shimmer illuminator for natural glow. Skin goes 
soft-lit with zero glitz.

		For Best Results: Brush over all shades in palette and gently sweep over 
cheekbones, brow bones, and temples, or anywhere light naturally touches
 the face.

		
	

                    ",,powder,blush,[],2016-10-01T18:35:27.706Z,2017-12-23T21:08:47.102Z,http://makeup-api.herokuapp.com/api/v1/products/468.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/468/original/open-uri20171223-4-sz64re?1514063327,[]
36,467,sante,Sante Rouge,23.49,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/b5dc625e10b6324d1d74a31641f42fa3_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/sante-rouge_51620.html,https://well.ca,"Sante Rouge is a soft powder blush with silky-smooth texture. It's formulated with organic jojoba and chamomile for natural freshness.  Colours:Ingredients: Talc, Magnesium Stearate, Mica, Lauryl Lactate, Lauroyl Lysine, Olea Europaea (Olive) Fruit Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Chamomilla Recutita (Matricaria) Extract*, Parfum (Essential Oils), Bisabolol, Tocopheryl Acetate, [+/- CI 77891, CI 77491, CI 77492, CI 75470, CI 77007, CI 77499] * organically grown",3.0,powder,blush,['Natural'],2016-10-01T18:35:26.482Z,2017-12-23T21:08:46.993Z,http://makeup-api.herokuapp.com/api/v1/products/467.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/467/original/data?1514063326,[]
37,465,covergirl,CoverGirl truBLEND Blush in Medium Rose,13.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/d8969d390fd94976aee71df780f512f2_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/covergirl-trublend-blush-in-medium_112759.html,https://well.ca,"Never stop blushing with CoverGirl's New truBLEND blush! Features:New marbled baked formulaUltra-blendable and delivers a beautiful, multi-toned result Designed to fit light, medium and deep skin tones alikeHow to Apply: Step 1: Lightly dip brush into blush, then tap or blow off excess powder. Step 2: Next, sweep the blush over and under your cheekbone to create a beautiful, rosy looking flush. ",5.0,powder,blush,[],2016-10-01T18:35:25.098Z,2017-12-23T21:08:46.771Z,http://makeup-api.herokuapp.com/api/v1/products/465.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/465/original/open-uri20171223-4-edcwc3?1514063326,[]
